text,url,bounds/width,bounds/height,bounds/left,bounds/right,bounds/top,bounds/bottom,bounds/fontSize,bounds/density,bounds/densityOnScreen,bounds/areaDensity,bounds/text_count,meta/moreBigText,meta/isDownTitle,meta/tagName,meta/hasCluster,computed/transform_origin,computed/perspective_origin,computed/line_height,computed/position
"Dow Slips As IBM, Apple Stocks Weigh And Intel Pares Early Gain",https://www.investors.com/news/bitcoin-ethereum-bitcoincash-cryptocurrency-prices-myetherwallet-hack/,360,50,620,980,3148.765625,3198.765625,18,133.6300864326593,892.9410674842993,2059.19759304875,63,false,true,H5,false,180,180,25.2,
"Riot Blockchain Subpoenaed By SEC, Reveals $105 Million Loss",https://www.investors.com/news/bitcoin-ethereum-bitcoincash-cryptocurrency-prices-myetherwallet-hack/,360,50,620,980,3213.765625,3263.765625,18,136.93063937629154,871.4212528966688,2059.19759304875,60,false,true,H5,false,180,180,25.2,
Bitcoin Hits Resistance Again; Cryptocurrency Exchange Coinsecure Robbed Of $3 Million,https://www.investors.com/news/bitcoin-ethereum-bitcoincash-cryptocurrency-prices-myetherwallet-hack/,360,75,620,980,3278.765625,3353.765625,18,171.56048496084406,1564.9231211149,2037.876422467579,86,false,true,H5,false,180,180,25.2,
Catch Top Stocks Today!Looking for the next SQ? Get MarketSmith and find winning stocks sooner!,https://www.investors.com/news/bitcoin-ethereum-bitcoincash-cryptocurrency-prices-myetherwallet-hack/,380,68,1020,1400,313,381,18,156.21779668142807,1574.1072866866477,2040.399744946739,95,false,true,ARTICLE,true,190,190,27,
IPO Showdown!Want to buy an IPO stock? Learn the lessons from the IPOs of Facebook and Roku!,https://www.investors.com/news/bitcoin-ethereum-bitcoincash-cryptocurrency-prices-myetherwallet-hack/,380,68,1020,1400,413,481,18,158.74507866387543,1549.0535820300083,2040.399744946739,92,false,true,ARTICLE,true,190,190,27,
FFTY ETF Rated 4-Stars!Morningstar rated the FFTY ETF 4 stars! Find out why the fund’s assets grew 9X in 1 year.,https://www.investors.com/news/bitcoin-ethereum-bitcoincash-cryptocurrency-prices-myetherwallet-hack/,380,68,1020,1400,513,581,18,143.87494569938158,1709.1553469477255,2040.399744946739,112,false,true,ARTICLE,true,190,190,27,
5 Insane SpaceX Predictions CEO Elon Musk Made Ahead Of Falcon 9 Launch,https://www.investors.com/news/bitcoin-ethereum-bitcoincash-cryptocurrency-prices-myetherwallet-hack/,230,66,1160,1390,679.1875,745.1875,14,120.36610818664862,799.430959730107,2066.9453167953034,71,false,true,SPAN,false,115,115,22.4,
"Get instant access to exclusive stock lists, expert market analysis and powerful tools with 5 weeks of IBD Digital for only $5!",https://www.investors.com/news/bitcoin-ethereum-bitcoincash-cryptocurrency-prices-myetherwallet-hack/,216.6875,84,362.375,579.0625,3603.953125,3687.953125,14,107.91200118615167,1282.0206567661069,2058.6674165761874,127,false,true,P,false,108.344,108.344,21,
"Get market updates, educational videos, webinars, and stock analysis.",https://www.investors.com/news/bitcoin-ethereum-bitcoincash-cryptocurrency-prices-myetherwallet-hack/,216.6875,63,769.03125,985.71875,3603.953125,3666.953125,14,109.80437149767764,708.7269881625787,2071.448392934298,69,false,true,P,false,108.344,108.344,21,
"Learn how you can make more money with IBD's investing tools, top-performing stock lists, and educational content.",https://www.investors.com/news/bitcoin-ethereum-bitcoincash-cryptocurrency-prices-myetherwallet-hack/,216.6875,84,1175.6875,1392.375,3603.953125,3687.953125,14,113.89907813498755,1214.6344316295335,2058.6674165761874,114,false,true,P,false,108.344,108.344,21,
Connect With Us On,https://www.investors.com/news/bitcoin-ethereum-bitcoincash-cryptocurrency-prices-myetherwallet-hack/,1200,30,200,1400,3929.953125,3959.953125,18,500,954.5941546018391,2019.901844203814,18,false,true,LI,false,600,600,26,
"Notice: Information contained herein is not and should not be construed as an offer, solicitation, or recommendation to buy or sell securities. The information has been obtained from sources we believe to be reliable; however no guarantee is made or implied with respect to its accuracy, timeliness, or completeness. Authors may own the stocks they discuss. The information and content are subject to change without notice.",https://www.investors.com/news/bitcoin-ethereum-bitcoincash-cryptocurrency-prices-myetherwallet-hack/,1200,32,200,1400,4063.953125,4095.953125,10,147.6042004822356,4936.071312288752,2015.5018582482915,423,false,true,P,true,600,600,16,
*Real-time prices by Bats®. Volume delayed. Real-time quote and/or trade prices are not sourced from all markets.,https://www.investors.com/news/bitcoin-ethereum-bitcoincash-cryptocurrency-prices-myetherwallet-hack/,1200,16,200,1400,4115.953125,4131.953125,10,142.79005567615695,1275.6174975281579,2056.0863331424744,113,false,true,P,true,600,600,16,
"© 2000-2018 Investor's Business Daily, Inc. All rights reserved",https://www.investors.com/news/bitcoin-ethereum-bitcoincash-cryptocurrency-prices-myetherwallet-hack/,1200,16,200,1400,4151.953125,4167.953125,10,191.23545696339892,952.4704719832527,2056.0863331424744,63,false,true,P,true,600,600,16,
"Connecting decision makers to a dynamic network of information, people and ideas, Bloomberg quickly and accurately delivers business and financial information, news and insight around the world.",https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,267.1875,126,250,517.1875,226,352,15,156.0192295840484,2930.6743537111047,2024.3245936637552,194,false,true,P,false,133.594,133.594,21,relative
Bitcoin Is One of the Few Things Surging in a Sea of Losses,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,1160,120,220,1380,221,341,60,584.8940074919558,6682.596800645689,1890.247803688343,59,false,true,H1,false,580,580,60,relative
"April 24, 2018, 2:08 PM GMT-5",https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,1160,29,220,1380,393,422,22,332.954951907912,1132.2309007000295,2024.3739801588138,29,false,true,DIV,false,580,580,29.04,relative
An error has occurred.  Reload the web page or use another browser.Error 5,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,830,466.875,220,1050,448,914.875,14,3009.8082995433447,20834.092534443396,1713.8919515651758,74,false,true,DIV,false,415,415,21,relative
Fundstrat's Tom Lee Sees Bitcoin at $25K by Year End,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,830,60.78125,220,1050,448,508.78125,20,391.08438987001256,2273.6803521493516,1995.244580616683,52,false,true,DIV,false,415,415,20,relative
Fundstrat's Tom Lee Sees Bitcoin at $25K by Year End,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,830,17,220,1050,924.875,941.875,14,130.73637596323374,635.9291062099611,2070.0718754456666,52,false,true,P,false,415,415,17.5,relative
In this articleGSGOLDMAN SACHS GP242.92USD-0.52-0.21%,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,170,110,220,390,1180.875,1290.875,16,160.53971471259067,850.8628433096605,2057.370524824733,53,false,true,DIV,false,85,85,0,relative
"Amid a sea of red in financial markets, Bitcoin is still flashing green.",https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,620,28,430,1050,971.875,999.875,18,120.55289295574785,920.6530291048849,2060.8994052629846,72,false,true,P,true,310,310,28.08,relative
"The biggest cryptocurrency climbed as much as 5.4 percent Tuesday to $9,412, the highest since March 7. Bitcoin has gained 20 percent in the past week and 37 percent in April, on track for its best month since its record-breaking December.",https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,620,112,430,1050,1029.875,1141.875,18,264.6752727400125,6709.477177843293,1967.7328876721676,239,false,true,P,true,310,310,28.08,relative
"Bitcoin is rebounding from its worse start to a year ever, as it slumped more than 50 percent in the first quarter and plunged to as low as $5,922 from almost $20,000 at the end of last year. The cryptocurrency market is gaining as tax-related selling ends and regulatory-related headlines fade, while Wall Street signals increasing interest in the space.",https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,620,140,430,1050,1550.625,1690.625,18,271.46086274083785,10221.483197168598,1945.739256293805,355,false,true,P,true,310,310,28.08,relative
"Goldman Sachs Group Inc. said Monday that it hired Justin Schmidt as head of digital asset markets to help clients gain exposure to cryptocurrencies, and cryptocurrency-focused hedge funds have continued to open even amid the market slump earlier this year.",https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,620,112,430,1050,1720.625,1832.625,18,255.23714463220279,6957.549281176526,1967.7328876721676,257,false,true,P,true,310,310,28.08,relative
Have a confidential news tip? Get in touch with our reporters.,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,420,28,431,851,1863.625,1891.625,14,99.7897790357309,578.7395787398681,2077.3847648030783,62,false,true,A,false,210,210,16.8,relative
"Before it's here, it's on the Bloomberg Terminal.        LEARN MORE",https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,620,29,430,1050,1902.625,1931.625,14,146.76511847165867,919.8290177391666,2059.250312324733,67,false,true,DIV,false,310,310,29.96,relative
by Taboola by Taboola Sponsored Links Sponsored Links Promoted Links Promoted Links From The Web,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,830,37,220,1050,1961.625,1998.625,30,143.05942821079637,1880.595750021785,2030.1506292052773,96,false,true,DIV,false,415,415,34,relative
Get This Anti-Snoring Device. The Only Thing You Have To Lose Is Snoring. See How It Works,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,261.015625,40,783.859375,1044.875,2157.796875,2197.796875,18,64.8459713474939,619.0529096935092,2081.8141927707093,90,false,true,SPAN,false,130.5,130.5,20,relative
Say hello to the app which gets you speaking a new language in just 3 weeks,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,261.015625,40,225.078125,486.09375,2391.34375,2431.34375,18,71.03520254071216,565.1154046962444,2081.8141927707093,75,false,true,SPAN,false,130.5,130.5,20,relative
Play this Game for 1 Minute and see why everyone is addicted,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,261.015625,40,783.859375,1044.875,2391.34375,2431.34375,18,79.42291860665912,505.45458376594036,2081.8141927707093,60,false,true,SPAN,false,130.5,130.5,20,relative
"pursuits            Rolls-Royce Debuts Its First SUV, the $325,000 Cullinan",https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,300,82,1080,1380,481,563,16,177.53309550616189,1331.5140583185744,2043.1605577897074,75,false,true,LI,true,150,150,22,relative
business            Frozen Food Is Making an Unlikely Comeback,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,300,81,1080,1380,563,644,16,192.88079220077876,1195.8649458655439,2043.8388844285585,62,false,true,LI,true,150,150,22,relative
technology            Robinhood Founders Are Billionaires in Silicon Valley Minute,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,300,81,1080,1380,644,725,16,167.71702358436963,1375.28661785462,2043.8388844285585,82,false,true,LI,true,150,150,22,relative
pursuits            Billionaire David Tepper Is Close to Deal for NFL’s Panthers,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,300,81,1080,1380,725,806,16,169.799882214329,1358.4112963311222,2043.8388844285585,80,false,true,LI,true,150,150,22,relative
technology            Google Grapples With ‘Horrifying’ Reaction to Uncanny AI Tech,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,300,81,1080,1380,806,887,16,166.70332930088708,1383.6470998325403,2043.8388844285585,83,false,true,LI,true,150,150,22,relative
You have 9 free articles remaining. Subscribe for unlimited access.,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,537,46,220,757,5744,5790,16,188.61336113860014,1263.716150881993,2042.930869877704,67,false,true,DIV,false,268.5,268.5,0,relative
The quick brown fox jumps over the lazy dog.,https://www.bloomberg.com/news/articles/2018-04-24/bitcoin-is-one-of-the-few-things-surging-amid-a-sea-of-losses,5280.859375,200,-5000,280.859375,-5000,-4800,16,9951.493807464285,43786.57279375865,1427.3707064803896,44,false,false,DIV,true,800,800,0,relative
Do you have a financial plan?,https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,845.734375,24,375.609375,1221.34375,77,101,19,216.17585434085834,683.1628484483037,2053.3246080916842,29,false,false,H2,false,422.859,422.859,24.7,relative
Let us know! Results will appear in upcoming Yahoo Finance article.,https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,845.734375,19,375.609375,1221.34375,103,122,15,126.7162183779172,822.0628123811464,2064.4306811098313,67,false,false,P,false,422.859,422.859,19.5,relative
"Tim Draper still bullish on bitcoin, down on China",https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,600,72,499.796875,1099.796875,3650,3722,32,270,1909.1883092036783,2007.0965382868108,50,true,false,H1,false,300,300,36,relative
"Tim Draper, an early investor in tech companies like Skype and Tesla (TSLA), reiterated his distrust in the existing financial system and belief in decentralization and deregulation.",https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,600,72,499.796875,1099.796875,3851,3923,15,206.70026608594387,3642.499142072651,2007.0965382868108,182,false,true,P,true,300,300,24,relative
"“Central bank always gets it wrong. When you’re in recession, they shove you further into a recession. When you’re in a boom, they push you higher in a boom because they move so slowly,” said Draper during a debate hosted by Intelligence Squared U.S. and Adam Smith Society on Saturday. “We’re ready for a new [financial system] — that system is not working.”",https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,600,120,499.796875,1099.796875,3938,4058,15,245.28962472962448,8526.282894673388,1964.3292632436987,359,false,true,P,true,300,300,24,relative
"The long-time Silicon Valley venture capitalist and bitcoin evangelist argued that the current system where a third-party like banks “hold your currency” is antiquated compared to the revolutionary bitcoin. Cryptocurrency could eventually replace fiat money, according to Draper, but the regulatory environment makes it difficult.",https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,600,96,499.796875,1099.796875,4073,4169,15,204.67046684854168,6539.724764850582,1984.3602953690302,330,false,true,P,true,300,300,24,relative
"“They add more regulations when you’ve already got both hands tied behind your back and you’re trying to feed your family,” said Draper about the government.",https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,600,48,499.796875,1099.796875,4184,4232,15,148.36441621898427,2255.3935355055,2034.0659228538016,157,false,true,P,true,300,300,24,relative
Venture capitalist Tim Draper maintains his bullish call on bitcoin. REUTERS/ Stephen Lam,https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,600,19,499.796875,1099.796875,4705.1875,4724.1875,13,83.78544026261365,672.171155659033,2078.567578501094,89,false,true,DIV,false,300,300,19.5,relative
"He also said poor regulation scares talent away, citing China as an example. Since September, some cryptocurrency and blockchain startups have moved out of the country as the Chinese government started cracking down on the industry.",https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,600,72,499.796875,1099.796875,4753.1875,4825.1875,15,183.07648674802562,4112.517477166511,2007.0965382868108,232,false,true,P,true,300,300,24,relative
"While Draper was an early backer in China’s search giant Baidu (BIDU), he pulled his money out of China because of stricter rules on capital outflows. Individuals in China are not allowed to transfer more than $50,000 out of mainland China each year. This year, that rule was stepped up further with the capping of overseas withdrawals using China-issued bank cards at $15,800 (100,000 yuan) per year.",https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,600,120,499.796875,1099.796875,4840.1875,4960.1875,15,232.08834524809728,9011.242977525353,1964.3292632436987,401,false,true,P,true,300,300,24,relative
"Draper also doesn’t approve of China’s President Xi Jinping strong leadership style. “As long as he is the president, I don’t want to invest a dime in this country,” he said on Saturday.",https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,600,72,499.796875,1099.796875,4975.1875,5047.1875,15,204.46515595572757,3682.309058186181,2007.0965382868108,186,false,true,P,true,300,300,24,relative
"Draper foresees similar problems in the U.S., as the Securities and Exchange Commission creates “these huge dark clouds” by not having clear rules on cryptocurrencies. “We have a new currency. This thing is awesome, and your government is getting a little heavy-handed,” he said.",https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,600,96,499.796875,1099.796875,5062.1875,5158.1875,15,222.59380045275296,6013.185511856424,1984.3602953690302,279,false,true,P,true,300,300,24,relative
"Despite his concern over regulation, Draper remains bullish on cryptocurrency. He predicts bitcoin (BTC) will reach $250,000 by 2022. “This is bigger than the internet,” said Draper, who bought nearly 30,000 bitcoin during the U.S. Marshals Service Silk Road auction.",https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,600,120,499.796875,1099.796875,5209.1875,5329.1875,15,284.4257372320585,7353.060587265686,1964.3292632436987,267,false,true,P,true,300,300,24,relative
Krystal Hu is a technology and economy reporter at Yahoo Finance. Follow her on Twitter,https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,600,48,499.796875,1099.796875,5344.1875,5392.1875,15,199.30880562584284,1678.9282295559867,2034.0659228538016,87,false,true,P,true,300,300,24,relative
Bitcoin miner: ‘I haven’t paid for heat in three years’,https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,600,24,499.796875,1099.796875,5446.1875,5470.1875,15,125.33554962579451,667.4578638386097,2069.213109111416,55,false,true,P,true,300,300,24,relative
How Chinese bitcoin buyers are getting around the government ban,https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,600,24,499.796875,1099.796875,5485.1875,5509.1875,15,116.1895003862225,720,2069.213109111416,64,false,true,P,true,300,300,24,relative
This farming county in Washington is a bitcoin mining hub,https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,600,24,499.796875,1099.796875,5524.1875,5548.1875,15,123.1137685232647,679.4850991743675,2069.213109111416,57,false,true,P,true,300,300,24,relative
The world's most valuable unicorn is a little-known Chinese payment company,https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,300,32,1220,1520,4834,4866,13,76.8570100901668,519.6152422706632,2084.7838905510466,75,false,true,A,false,150,150,0,relative
China's won't change stance on trade talks with U.S. - China commerce ministry,https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,300,32,1220,1520,5075,5107,13,75.3657747256671,529.9056519796708,2084.7838905510466,78,false,true,A,false,150,150,0,relative
There’s now clear evidence that anti-poverty programs like welfare and Social Security work,https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,300,32,1220,1520,5785,5817,13,69.77105417004964,572.3635208501673,2084.7838905510466,91,false,true,A,false,150,150,0,relative
"Verizon stealthily launched a startup offering $40-per-month unlimited data, messaging and minutes",https://finance.yahoo.com/news/draper-still-bullish-bitcoin-china-171443999.html,300,48,1220,1520,6495,6543,13,100.85633346498375,890.9545442950499,2069.213109111416,98,false,true,A,false,150,150,0,relative
Continue to Article,https://www.forbes.com/forbes/welcome/?toURL=https://www.forbes.com/sites/kenrapoza/2018/04/24/heres-why-bitcoin-is-on-the-rise-again/&refURL=&referrer=,361,60,1183,1544,60,120,32,219.60646620716795,590.0859444818187,2049.99863692782,19,false,true,DIV,false,180.5,180.5,60,relative
It is the business of the very few to be independent; it is the privilege of the strong.,https://www.forbes.com/forbes/welcome/?toURL=https://www.forbes.com/sites/kenrapoza/2018/04/24/heres-why-bitcoin-is-on-the-rise-again/&refURL=&referrer=,479.859375,175.99996948242188,135.9765625,615.8359375,339.5168762207031,515.516845703125,40,355.8721680603865,4951.62708637272,1948.5723276301865,88,false,true,BLOCKQUOTE,false,239.922,239.922,44,relative
Milken Institute Global Conference,https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,364,56,651,1015,1456.171875,1512.171875,25,174.79130413152708,742.8632714032913,2053.1104871408097,34,false,true,A,false,182,182,28,relative
The man who called the bitcoin bottom now sees this,https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,530,99,330,860,309,408,36,306.13559087437056,2341.942185185194,1992.0937030134846,51,true,false,H1,false,265,265,42,relative
"The man who called the bitcoin bottom now sees this            Rebecca Ungarino| @ungarino   Published  7:00  AM ET Tue, 24 April 2018CNBC.com",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,530,162,330,860,309,471,14,481.41769805440265,6394.624888822643,1946.8703630558175,142,false,false,DIV,false,265,265,0,relative
"The market watcher who called the bitcoin bounce now sees this                            4:50  PM ET Mon, 23 April 2018 |  01:07",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,436,106,424,860,690.125,796.125,24,207.64874186953313,3280.705351368818,2002.0527655285227,129,false,true,DIV,false,218,218,28.8,relative
"After sinking over 60 percent from its December high to its February low, bitcoin is showing signs of life.",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,530,48,330,860,835.125,883.125,16,153.710767352193,1644.7087888133874,2041.2829454148282,107,false,true,P,true,265,265,24,relative
"The cryptocurrency is now up about 35 percent since it sank below $6,900 on Feb. 5, and one market watcher who correctly called the rally says there's even more room to run. After the Feb. 5 low, Blue Line Futures President Bill Baruch told CNBC's ""Trading Nation"" he saw a move up back up to $10,000. At that time, bitcoin was trading around $7,200. Tuesday morning, bitcoin was trading above $9,200, representing roughly 28 percent upside since that time. Here's his latest bull case. • Participation in the rally has been broad-based, with several so-called alt-coins gaining in value recently. This is seen as a bullish catalyst for the entire cryptocurrency space. • Bitcoin has seen a bounce from its 2018 lows even in the face of ongoing regulatory concerns, including a new inquiry from New York Attorney General Eric Schneiderman into exchanges like Gemini and Coinbase's GDAX exchange. • The $10,000 level has represented strong resistance, but once that level is breached to the upside, Baruch sees a trade around $11,500 per coin.  Bottom line: Baruch sees further upside for bitcoin after a sizable rally from its 2018 lows.",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,530,696,330,860,901.125,1597.125,16,683.7302099512643,77740.14724870284,1724.6011396643066,1137,false,true,P,true,265,265,24,relative
Are you buying bitcoin at current levels?,https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,530,29,330,860,1626.125,1655.125,16,150.02333151880077,615.1001219313812,2066.401791078029,41,false,true,H4,false,265,265,24,relative
"Nvidia stock slides on concerns about crypto, and now it’s nearing a key level",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,350,100,920,1270,827,927,14,264.78670661496585,1931.9476895092164,2021.778357300572,78,false,true,DIV,false,175,175,20,relative
Intel and Amazon are crushing it this year. Here’s how much better it could get,https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,350,100,920,1270,957,1057,14,263.10454196003536,1944.2925287877852,2021.778357300572,79,false,true,DIV,false,175,175,20,relative
"Some stocks have blazed past the rest, but only some are worthy of their parabolic rise, according to one strategist.",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,260,48,1010,1270,1062,1110,12,83.26463835266445,843.6989984585734,2075.0722522212754,117,false,true,P,false,130,130,16,relative
Wall Street underestimates how strong this tech rally is: Strategist,https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,350,100,920,1270,1140,1240,14,283.5877289305727,1803.8587112077264,2021.778357300572,68,false,true,DIV,false,175,175,20,relative
"Tech sector is making its comeback, but one strategist says Wall Street is underestimating its potential.",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,260,48,1010,1270,1245,1293,12,87.89197915623473,799.2621597448486,2075.0722522212754,105,false,true,P,false,130,130,16,relative
"As the market rallies, Dow stock Exxon could be the ultimate catch-up trade",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,350,100,920,1270,1323,1423,14,270.0296280040396,1894.4305707784595,2021.778357300572,75,false,true,DIV,false,175,175,20,relative
"Nvidia hits record high ahead of earnings, and it could be a sign of good things to come",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,350,40,920,1270,1518,1558,14,99.71459271340379,820.8227579691002,2070.399920200394,88,false,true,DIV,false,175,175,20,relative
"Stocks in danger zone because 'inflation has changed its stripes,' market watcher Jim Paulsen warns",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,350,40,920,1270,1558,1598,14,94.01063769595439,870.6140074682925,2070.399920200394,99,false,true,DIV,false,175,175,20,relative
"Oil is soaring, and it looks like there’s no end to the rally in sight, says market watcher",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,350,40,920,1270,1598,1638,14,98.05610638812863,834.6968012398274,2070.399920200394,91,false,true,DIV,false,175,175,20,relative
"Roku lost less money than Wall Street expected, and the stock is climbing",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,350,40,920,1270,1658,1698,14,109.48059188732951,747.6003277152839,2070.399920200394,73,false,true,DIV,false,175,175,20,relative
"The dollar is giving these stocks a boost, and some expect the run to continue",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,350,40,920,1270,1698,1738,14,105.9103394386025,772.7790758036866,2070.399920200394,78,false,true,DIV,false,175,175,20,relative
This chart shows financial stocks are prime for a breakout,https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,350,40,920,1270,1738,1778,14,122.82507887235408,666.380146763092,2070.399920200394,58,false,true,DIV,false,175,175,20,relative
Wall Street is ignoring two catalysts that could propel stocks higher,https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,350,40,920,1270,1778,1818,14,112.60994627474076,726.8295880053315,2070.399920200394,69,false,true,DIV,false,175,175,20,relative
"Roku could see a 15% move on earnings — and that’s unusually small, says trader",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,350,40,920,1270,1818,1858,14,105.23782589924595,777.717011515114,2070.399920200394,79,false,true,DIV,false,175,175,20,relative
"The market has hit a ‘critical level’ and is about to bounce higher, says trader",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,350,40,920,1270,1858,1898,14,104.58011283222064,782.6237921249264,2070.399920200394,80,false,true,DIV,false,175,175,20,relative
"Blockchain will help ‘drive this next industrial revolution,’ Wall St. bull says",https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,350,120,920,1270,1963,2083,16,293.48253781102545,2347.871376374779,2009.1521553919072,80,false,true,A,false,175,175,20,relative
Federated Investors’ Steve Chiavarone believes blockchain will ultimately play a major role in the secular bull market.,https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,260,48,1010,1270,2088,2136,12,82.55906976220118,850.8795449415858,2075.0722522212754,119,false,true,P,false,130,130,16,relative
Bond market may be headed toward a recession,https://www.cnbc.com/2018/04/24/the-man-who-called-the-bitcoin-bottom-now-sees-this.html,350,120,920,1270,2166,2286,16,395.73349618145795,1741.228014936585,2009.1521553919072,44,false,true,A,false,175,175,20,relative
